,Site,Crop,Experiment,Treatment ,Mineral N kg/ha/y,farmyard manure t/ha/year,Reported yield data (t DM/ha),Mean,min_yield,max_yield,Soil texture,LAT,SIMUID_1,Sand,Silt,Clay,variable,Yield
523,Věrovany,BARL,Nstac,FYM. + N,90.0,10.0,straw ,4.224749999999999,2.3649999999999998,6.2092,loam,49.47,28776.0,40.0,40.0,20.0,2000,2.3649999999999998
525,Vysoká,BARL,Nstac,0,0.0,0.0,straw ,1.34848,0.8083999999999999,1.8834,loam,49.64,21991.0,40.0,40.0,20.0,2000,1.1524
527,Vysoká,BARL,Nstac,N,90.0,0.0,straw ,2.7089999999999996,1.7372,5.6158,loam,49.64,21991.0,40.0,40.0,20.0,2000,1.9005999999999998
529,Vysoká,BARL,Nstac,FYM. + N,90.0,10.0,straw ,2.6144,1.7372,4.9106,loam,49.64,21991.0,40.0,40.0,20.0,2000,1.9264000000000001
531,Žatec,BARL,Nstac,0,0.0,0.0,straw ,1.4448,0.6880000000000001,1.8145999999999998,clay loam,50.3,24818.0,35.0,30.0,35.0,2000,1.677
532,Žatec,BARL,Nstac,N,90.0,0.0,straw ,2.4294999999999995,1.4791999999999998,2.8379999999999996,clay loam,50.3,24818.0,35.0,30.0,35.0,2000,1.4791999999999998
533,Žatec,BARL,Nstac,FYM. + N,90.0,10.0,straw ,3.0229,1.677,4.042,clay loam,50.3,24818.0,35.0,30.0,35.0,2000,1.677
706,Krásné Údolí,BARL,SOH,0,0.0,0.0,grain,3.2594,2.1672,4.558,,,,,,,2000,2.3994
707,Krásné Údolí,BARL,SOH,N,120.0,0.0,grain,6.344650000000001,5.2288,7.396,,,,,,,2000,5.2288
708,Krásné Údolí,BARL,SOH,FYM. ,0.0,10.0,grain,4.0764000000000005,2.1242,5.633,,,,,,,2000,2.1242
709,Krásné Údolí,BARL,SOH,FYM. + N,120.0,10.0,grain,5.84155,3.096,7.783,,,,,,,2000,3.096
746,Hradec n. Svit.,BARL,SOH,0,0.0,0.0,grain,2.1148806742640076,0.5030840455840456,3.5002,loam,49.73,26472.0,40.0,40.0,20.0,2000,2.8379999999999996
749,Hradec n. Svit.,BARL,SOH,N,120.0,0.0,grain,4.022768839031339,2.7864,6.5876,loam,49.73,26472.0,40.0,40.0,20.0,2000,3.9903999999999997
752,Hradec n. Svit.,BARL,SOH,FYM. ,0.0,10.0,grain,2.654257526115859,1.1679451566951569,4.2054,loam,49.73,26472.0,40.0,40.0,20.0,2000,3.2077999999999998
755,Hradec n. Svit.,BARL,SOH,FYM. + N,120.0,10.0,grain,4.381307158119658,3.2335999999999996,6.8714,loam,49.73,26472.0,40.0,40.0,20.0,2000,3.9474
762,Věrovany,BARL,SOH,0,0.0,0.0,grain,4.224491358024691,2.3134,6.0141481481481485,loam,49.47,28776.0,40.0,40.0,20.0,2000,4.042
764,Věrovany,BARL,SOH,N,120.0,0.0,grain,4.858803644914757,3.4658,7.050821869488535,loam,49.47,28776.0,40.0,40.0,20.0,2000,4.6784
766,Věrovany,BARL,SOH,FYM. ,0.0,10.0,grain,4.389422810111699,2.709,6.192,loam,49.47,28776.0,40.0,40.0,20.0,2000,3.7152000000000003
768,Věrovany,BARL,SOH,FYM. + N,120.0,10.0,grain,4.852495473251029,2.8895999999999997,7.460172839506173,loam,49.47,28776.0,40.0,40.0,20.0,2000,4.3774
778,Žatec,BARL,SOH,0,0.0,0.0,grain,4.5046800000000005,2.9068,5.9254,clay loam,50.3,24818.0,35.0,30.0,35.0,2000,2.9068
779,Žatec,BARL,SOH,N,120.0,0.0,grain,4.931240000000001,3.3282,7.542199999999999,clay loam,50.3,24818.0,35.0,30.0,35.0,2000,3.3282
780,Žatec,BARL,SOH,FYM. ,0.0,10.0,grain,4.5064,3.2422,6.1404,clay loam,50.3,24818.0,35.0,30.0,35.0,2000,3.2422
781,Žatec,BARL,SOH,FYM. + N,120.0,10.0,grain,4.7472,3.0272,6.8714,clay loam,50.3,24818.0,35.0,30.0,35.0,2000,3.225
810,Krásné Údolí,BARL,SOH,0,0.0,0.0,straw ,2.4553,0.903,3.9388,,,,,,,2000,0.903
811,Krásné Údolí,BARL,SOH,N,120.0,0.0,straw ,3.7581999999999995,2.451,5.460999999999999,,,,,,,2000,2.4939999999999998
812,Krásné Údolí,BARL,SOH,FYM. ,0.0,10.0,straw ,2.77565,0.817,4.497800000000001,,,,,,,2000,0.817
813,Krásné Údolí,BARL,SOH,FYM. + N,120.0,10.0,straw ,4.1236999999999995,1.3244,6.321,,,,,,,2000,1.3244
822,Lípa,BARL,SOH,0,0.0,0.0,straw ,2.134040075677747,0.9803999999999999,3.051840454066481,sandy loam,49.56,27951.0,65.0,25.0,10.0,2000,0.9803999999999999
825,Lípa,BARL,SOH,N,120.0,0.0,straw ,3.885296394929272,2.2704,6.0114,sandy loam,49.56,27951.0,65.0,25.0,10.0,2000,2.2704
828,Lípa,BARL,SOH,FYM. ,0.0,10.0,straw ,3.062425481367947,1.4018,4.236152888207683,sandy loam,49.56,27951.0,65.0,25.0,10.0,2000,1.4018
831,Lípa,BARL,SOH,FYM. + N,120.0,10.0,straw ,3.129909132420092,1.7027999999999999,4.727054794520547,sandy loam,49.56,27951.0,65.0,25.0,10.0,2000,1.7027999999999999
866,Věrovany,BARL,SOH,0,0.0,0.0,straw ,2.857209470365026,1.8834,4.2312,loam,49.47,28776.0,40.0,40.0,20.0,2000,1.8834
868,Věrovany,BARL,SOH,N,120.0,0.0,straw ,3.7148821709155038,2.107,6.353493025493025,loam,49.47,28776.0,40.0,40.0,20.0,2000,2.1929999999999996
870,Věrovany,BARL,SOH,FYM. ,0.0,10.0,straw ,3.10709138474694,1.763,4.7299999999999995,loam,49.47,28776.0,40.0,40.0,20.0,2000,1.763
872,Věrovany,BARL,SOH,FYM. + N,120.0,10.0,straw ,3.7372536155202822,2.0898000000000003,5.533121693121692,loam,49.47,28776.0,40.0,40.0,20.0,2000,2.0898000000000003
882,Žatec,BARL,SOH,0,0.0,0.0,straw ,2.02616,1.2469999999999999,2.795,clay loam,50.3,24818.0,35.0,30.0,35.0,2000,1.7372
883,Žatec,BARL,SOH,N,120.0,0.0,straw ,2.72792,1.806,4.179600000000001,clay loam,50.3,24818.0,35.0,30.0,35.0,2000,1.9264000000000001
884,Žatec,BARL,SOH,FYM. ,0.0,10.0,straw ,2.5301199999999997,1.333,4.1452,clay loam,50.3,24818.0,35.0,30.0,35.0,2000,2.2188
885,Žatec,BARL,SOH,FYM. + N,120.0,10.0,straw ,2.6229999999999998,1.5824,3.7323999999999997,clay loam,50.3,24818.0,35.0,30.0,35.0,2000,1.763
1102,Lednice,WWHT,AZP irrigated,FYM.,0.0,10.0,grain,7.348000000000001,5.25,9.71,loam,48.8,28153.0,40.0,40.0,20.0,2000,7.44
1103,Lednice,WWHT,AZP irrigated,FYM. + N,30.0,10.0,grain,7.554,3.95,11.08,loam,48.8,28153.0,40.0,40.0,20.0,2000,3.95
1104,Lednice,WWHT,AZP non-irrigated,FYM.,0.0,10.0,grain,7.308,5.15,9.57,loam,48.8,28153.0,40.0,40.0,20.0,2000,6.16
1105,Lednice,WWHT,AZP non-irrigated,FYM. + N,30.0,10.0,grain,6.984,4.92,10.65,loam,48.8,28153.0,40.0,40.0,20.0,2000,5.44
1106,Lednice,WWHT,AZP irrigated,FYM.,0.0,10.0,straw ,7.202,4.5,10.59,loam,48.8,28153.0,40.0,40.0,20.0,2000,10.59
1107,Lednice,WWHT,AZP irrigated,FYM. + N,30.0,10.0,straw ,8.436000000000002,6.77,10.46,loam,48.8,28153.0,40.0,40.0,20.0,2000,8.05
1108,Lednice,WWHT,AZP non-irrigated,FYM.,0.0,10.0,straw ,7.7700000000000005,6.94,9.06,loam,48.8,28153.0,40.0,40.0,20.0,2000,9.06
1109,Lednice,WWHT,AZP non-irrigated,FYM. + N,30.0,10.0,straw ,8.682,6.46,9.65,loam,48.8,28153.0,40.0,40.0,20.0,2000,9.65
1110,Čáslav,WWHT,VOP,15,120.0,10.0,grain,6.523714285714286,4.9106,9.2622,loam,49.89,21891.0,40.0,40.0,20.0,2000,5.2202
1111,Čáslav,WWHT,VOP,15,120.0,10.0,straw,6.631538461538461,4.11,11.61,loam,49.89,21891.0,40.0,40.0,20.0,2000,5.22
1112,Čáslav,WWHT,VOP,21,0.0,0.0,grain,4.639085714285714,2.0554,6.9574,loam,49.89,21891.0,40.0,40.0,20.0,2000,2.0554
1113,Čáslav,WWHT,VOP,21,0.0,0.0,straw,3.7192307692307693,1.34,6.36,loam,49.89,21891.0,40.0,40.0,20.0,2000,1.34
1114,Ivanovice,WWHT,VOP,15,120.0,10.0,grain,6.882646153846154,2.4596,9.786800000000001,,,,,,,2000,5.4094
1115,Ivanovice,WWHT,VOP,15,120.0,10.0,straw,9.502727272727272,2.8,12.17,,,,,,,2000,8.5
1116,Ivanovice,WWHT,VOP,21,0.0,0.0,grain,4.509046153846153,2.4854000000000003,6.518799999999999,,,,,,,2000,4.0506
1117,Ivanovice,WWHT,VOP,21,0.0,0.0,straw,5.94,2.63,10.22,,,,,,,2000,5.02
1118,Lukavec,WWHT,VOP,15,120.0,10.0,grain,6.258342857142856,4.6182,8.0668,sandy loam,49.56,28035.0,65.0,25.0,10.0,2000,4.6182
1120,Lukavec,WWHT,VOP,15,120.0,10.0,straw,7.342307692307694,2.58,12.13,sandy loam,49.56,28035.0,65.0,25.0,10.0,2000,2.58
1122,Lukavec,WWHT,VOP,21,0.0,0.0,grain,2.8994285714285715,1.6425999999999998,6.002800000000001,sandy loam,49.56,28035.0,65.0,25.0,10.0,2000,1.8317999999999999
1124,Lukavec,WWHT,VOP,21,0.0,0.0,straw,3.62923076923077,1.2,6.69,sandy loam,49.56,28035.0,65.0,25.0,10.0,2000,1.3
1134,Praha - Ruzyně,WWHT,hony i-IV,0 (110),0.0,0.0,grain,5.393781249999999,2.8899999999999997,7.8625,clay loam,50.09,21682.0,35.0,30.0,35.0,2000,2.8899999999999997
1136,Praha - Ruzyně,WWHT,hony i-IV,0 (110),0.0,0.0,straw,3.1037260433529914,1.2644765957446809,5.47,clay loam,50.09,21682.0,35.0,30.0,35.0,2000,1.2644765957446809
1138,Praha - Ruzyně,WWHT,hony i-IV,N4P2K2 (160),90.0,0.0,grain,6.9809394007284915,4.1225,9.326709692028986,clay loam,50.09,21682.0,35.0,30.0,35.0,2000,4.484202127659574
1140,Praha - Ruzyně,WWHT,hony i-IV,N4P2K2 (160),90.0,0.0,straw,4.727935588189949,1.66,6.286458333333334,clay loam,50.09,21682.0,35.0,30.0,35.0,2000,4.31527659574468
1142,Praha - Ruzyně,BARL,hony i-IV,0 (110),0.0,0.0,grain,3.7867499999999996,1.785,4.827999999999999,clay loam,50.09,21682.0,35.0,30.0,35.0,2000,1.785
1144,Praha - Ruzyně,BARL,hony i-IV,0 (110),0.0,0.0,straw,1.7949999999999997,1.12,2.63,clay loam,50.09,21682.0,35.0,30.0,35.0,2000,1.12
1146,Praha - Ruzyně,BARL,hony i-IV,N4P2K2 (160),70.0,0.0,grain,5.8363125,2.4905,8.67,clay loam,50.09,21682.0,35.0,30.0,35.0,2000,2.4905
1148,Praha - Ruzyně,BARL,hony i-IV,N4P2K2 (160),70.0,0.0,straw,3.5374999999999996,1.76,5.24,clay loam,50.09,21682.0,35.0,30.0,35.0,2000,1.76
1150,Uherský Ostroh,C100,variety testing,NPK,105.0,0.0,grain,8.846533333333333,4.3602,13.631,loam,48.99,28781.0,40.0,40.0,20.0,2000,10.491999999999999
1152,,,,,,,,,3.7599173306797438,7.078291772766229,,,,,,,2000,3.956883676793956
1153,Kroměříž,WWHT,norf,,100.0,12.5,grain,7.0964375,3.9099999999999997,9.477500000000001,loam,49.28,28776.0,40.0,40.0,20.0,2001,5.865000000000001
1155,Kroměříž,WWHT,mono,all,150.0,0.0,grain,5.7173125,2.9325000000000006,7.48,loam,49.28,28776.0,40.0,40.0,20.0,2001,4.76
1157,Kroměříž,BARL,norf,0,0.0,12.5,grain,5.8596875,3.8080000000000003,7.964499999999999,loam,49.28,28776.0,40.0,40.0,20.0,2001,3.8080000000000003
1159,Kroměříž,BARL,norf,30,30.0,12.5,grain,6.143906250000001,4.318,7.819999999999999,loam,49.28,28776.0,40.0,40.0,20.0,2001,4.318
1161,Kroměříž,BARL,norf,60,60.0,12.5,grain,6.04775,4.2924999999999995,7.6160000000000005,loam,49.28,28776.0,40.0,40.0,20.0,2001,4.2924999999999995
1163,Kroměříž,BARL,mono,0,0.0,0.0,grain,3.9865,1.8444999999999998,5.7205,loam,49.28,28776.0,40.0,40.0,20.0,2001,2.465
1165,Kroměříž,BARL,mono,60,60.0,0.0,grain,4.94965625,3.145,6.885,loam,49.28,28776.0,40.0,40.0,20.0,2001,3.145
1167,Kroměříž,BARL,mono,90,90.0,0.0,grain,5.069187499999999,3.3405,7.0889999999999995,loam,49.28,28776.0,40.0,40.0,20.0,2001,3.3405
1169,Hněvčeves,BARL,106,OS1,60.0,0.0,grain,6.130522647058823,3.4978729411764697,8.831694117647059,clay loam,50.31,26449.0,35.0,30.0,35.0,2001,5.151096470588236
1179,Pernolec,WWHT,140,71,0.0,0.0,grain,2.97646,1.9694,4.2741999999999996,sandy loam,49.77,23110.0,65.0,25.0,10.0,2001,2.5198
1181,Pernolec,WWHT,140,opt,100.0,10.0,grain,5.46702,4.4117999999999995,6.7940000000000005,sandy loam,49.77,23110.0,65.0,25.0,10.0,2001,5.9254
1185,Hněvčeves,C180,140,71,0.0,0.0,above-ground biomass,11.596666666666666,7.34,16.15,clay loam,50.31,26449.0,35.0,30.0,35.0,2001,7.34
1187,Hněvčeves,C180,140,opt,120.0,10.0,above-ground biomass,13.796666666666667,7.8,17.79,clay loam,50.31,26449.0,35.0,30.0,35.0,2001,7.8
1189,Kostelec,C180,140,71,0.0,0.0,above-ground biomass,14.353333333333333,13.62,15.31,sandy loam,50.13,26787.0,65.0,25.0,10.0,2001,15.31
1191,Kostelec,C180,140,opt,120.0,10.0,above-ground biomass,19.526666666666667,18.85,20.26,sandy loam,50.13,26787.0,65.0,25.0,10.0,2001,20.26
1193,Pernolec,C180,140,71,0.0,0.0,above-ground biomass,8.045,5.220000000000001,12.23,sandy loam,49.77,23110.0,65.0,25.0,10.0,2001,8.05
1195,Pernolec,C180,140,opt,120.0,10.0,above-ground biomass,10.844999999999999,5.58,16.9,sandy loam,49.77,23110.0,65.0,25.0,10.0,2001,12.0
1199,Hněvčeves,BARL,140,71,0.0,0.0,grain,3.7417166666666657,1.7457999999999998,5.8996,clay loam,50.31,26449.0,35.0,30.0,35.0,2001,1.7457999999999998
1201,Hněvčeves,BARL,140,opt,60.0,10.0,grain,6.072316666666667,2.3392,7.74,clay loam,50.31,26449.0,35.0,30.0,35.0,2001,4.601
1203,Kostelec,BARL,140,71,0.0,0.0,grain,3.1811400000000005,1.6683999999999999,4.0935999999999995,sandy loam,50.13,26787.0,65.0,25.0,10.0,2001,3.3626
1205,Kostelec,BARL,140,opt,60.0,10.0,grain,5.41284,3.0272,6.7940000000000005,sandy loam,50.13,26787.0,65.0,25.0,10.0,2001,5.4438
1207,Pernolec,BARL,140,71,0.0,0.0,grain,2.542733333333333,1.333,3.3626,sandy loam,49.77,23110.0,65.0,25.0,10.0,2001,1.9951999999999999
1209,Pernolec,BARL,140,opt,60.0,10.0,grain,4.281844444444445,2.0382000000000002,5.6502,sandy loam,49.77,23110.0,65.0,25.0,10.0,2001,4.9708000000000006
1211,Humpolec,BARL,140,71,0.0,0.0,grain,3.015375,2.2618,4.214,sandy loam,49.56,27956.0,65.0,25.0,10.0,2001,2.8122
1212,Humpolec,BARL,140,opt,60.0,10.0,grain,4.9893975,3.999,6.364,sandy loam,49.56,27956.0,65.0,25.0,10.0,2001,3.999
1213,Žabčice,BARL,DP23-mono,0,0.0,0.0,grain,3.9454999999999996,1.7594999999999998,6.341,clay loam,49.02,27913.0,35.0,30.0,35.0,2001,2.261
1215,Žabčice,BARL,DP23-mono,30,30.0,0.0,grain,4.923,2.533,7.344,clay loam,49.02,27913.0,35.0,30.0,35.0,2001,2.975
1217,Žabčice,BARL,DP23-mono,60,60.0,0.0,grain,5.4655,2.771,7.5735,clay loam,49.02,27913.0,35.0,30.0,35.0,2001,3.4169999999999994
1219,Žabčice,BARL,DP23-mono,90,90.0,0.0,grain,5.512999999999999,2.8899999999999997,7.497,clay loam,49.02,27913.0,35.0,30.0,35.0,2001,3.5955000000000004
1229,Ivanovice,WWHT,DP04-mono,111+112,120.0,0.0,grain,5.610066666666666,2.2704,8.2302,,,,,,,2001,4.687
1230,Ivanovice,BARL,DP04-mono,211+212,50.0,0.0,grain,5.54542111111111,2.1672,8.0668,,,,,,,2001,6.2092
1831,Horažďovice,BARL,SOH,0,0.0,0.0,grain,2.3593466666666667,1.935,2.9068,loamy sand,49.34,23089.0,82.0,13.0,5.0,2001,1.935
1833,Horažďovice,BARL,SOH,N,120.0,0.0,grain,4.792700555555555,3.9302,6.6134,loamy sand,49.34,23089.0,82.0,13.0,5.0,2001,3.9474
1835,Horažďovice,BARL,SOH,FYM. ,0.0,10.0,grain,2.7725861111111105,2.3478,3.8097999999999996,loamy sand,49.34,23089.0,82.0,13.0,5.0,2001,2.3478
1837,Horažďovice,BARL,SOH,FYM. + N,120.0,10.0,grain,4.5137,3.096,5.436,loamy sand,49.34,23089.0,82.0,13.0,5.0,2001,4.0161999999999995
1839,Chrastava,BARL,SOH,0,0.0,0.0,grain,2.646972171253823,1.8834,3.87,loamy sand,50.82,26459.0,82.0,13.0,5.0,2001,1.8834
1841,Chrastava,BARL,SOH,N,120.0,0.0,grain,4.414987898645697,1.8920000000000001,6.106,loamy sand,50.82,26459.0,82.0,13.0,5.0,2001,4.343
1843,Chrastava,BARL,SOH,FYM. ,0.0,10.0,grain,3.0781368719965054,2.3306,4.8246,loamy sand,50.82,26459.0,82.0,13.0,5.0,2001,2.3649999999999998
1845,Chrastava,BARL,SOH,FYM. + N,120.0,10.0,grain,4.355150458715596,2.3822,5.3664000000000005,loamy sand,50.82,26459.0,82.0,13.0,5.0,2001,3.4915999999999996
1847,Jaroměřice,BARL,SOH,0,0.0,0.0,grain,3.668979,1.8145999999999998,5.4696,clay loam,49.1,27966.0,35.0,30.0,35.0,2001,3.7152000000000003
1850,Jaroměřice,BARL,SOH,N,120.0,0.0,grain,5.698158,2.7864,8.0926,clay loam,49.1,27966.0,35.0,30.0,35.0,2001,4.7902000000000005
1853,Jaroměřice,BARL,SOH,FYM. ,0.0,10.0,grain,4.5626788000000005,2.9842,6.2092,clay loam,49.1,27966.0,35.0,30.0,35.0,2001,4.179600000000001
1856,Jaroměřice,BARL,SOH,FYM. + N,120.0,10.0,grain,6.0434676,4.7644,7.783,clay loam,49.1,27966.0,35.0,30.0,35.0,2001,4.7644
1863,Lednice,BARL,SOH,0,0.0,0.0,grain,3.6562740740740742,0.8772,5.2202,loam,48.8,28153.0,40.0,40.0,20.0,2001,3.2766
1864,Lednice,BARL,SOH,N,120.0,0.0,grain,4.6913,1.806,6.983199999999999,loam,48.8,28153.0,40.0,40.0,20.0,2001,4.085
1865,Lednice,BARL,SOH,FYM. ,0.0,10.0,grain,4.271333333333334,1.6598,5.7017999999999995,loam,48.8,28153.0,40.0,40.0,20.0,2001,3.3970000000000002
1866,Lednice,BARL,SOH,FYM. + N,120.0,10.0,grain,4.632055555555556,1.7801999999999998,6.7509999999999994,loam,48.8,28153.0,40.0,40.0,20.0,2001,3.9388
1867,Libějovice,BARL,SOH,0,0.0,0.0,grain,2.15,1.505,3.0185999999999997,,,,,,,2001,3.0185999999999997
1868,Libějovice,BARL,SOH,N,120.0,0.0,grain,4.589533333333334,2.0296,7.3616,,,,,,,2001,4.3774
1869,Libějovice,BARL,SOH,FYM. ,0.0,10.0,grain,3.397,2.3048,4.6784,,,,,,,2001,3.2077999999999998
1870,Libějovice,BARL,SOH,FYM. + N,120.0,10.0,grain,4.6095999999999995,2.9842,6.4758000000000004,,,,,,,2001,4.3688
1871,Lípa,BARL,SOH,0,0.0,0.0,grain,1.771446856340007,1.0578,2.6488,sandy loam,49.56,27951.0,65.0,25.0,10.0,2001,2.107
1874,Lípa,BARL,SOH,N,120.0,0.0,grain,3.859647839831401,2.6574,5.2632,sandy loam,49.56,27951.0,65.0,25.0,10.0,2001,3.999
1877,Lípa,BARL,SOH,FYM. ,0.0,10.0,grain,2.408446469968388,1.7114,3.612,sandy loam,49.56,27951.0,65.0,25.0,10.0,2001,2.6144
1880,Lípa,BARL,SOH,FYM. + N,120.0,10.0,grain,3.8999533192834566,3.053,5.0052,sandy loam,49.56,27951.0,65.0,25.0,10.0,2001,3.3884
1883,Pusté Jakartice,BARL,SOH,0,0.0,0.0,grain,2.5158999,1.2298,3.1538994999999996,loam,49.98,29745.0,40.0,40.0,20.0,2001,2.1844
1885,Pusté Jakartice,BARL,SOH,N,120.0,0.0,grain,4.230510199999999,2.967,5.560751,loam,49.98,29745.0,40.0,40.0,20.0,2001,2.967
1887,Pusté Jakartice,BARL,SOH,FYM. ,0.0,10.0,grain,3.4686774999999996,1.72,4.3344,loam,49.98,29745.0,40.0,40.0,20.0,2001,3.2851999999999997
1889,Pusté Jakartice,BARL,SOH,FYM. + N,120.0,10.0,grain,4.4974684,3.7926,5.760342,loam,49.98,29745.0,40.0,40.0,20.0,2001,3.7926
1891,Staňkov,BARL,SOH,0,0.0,0.0,grain,2.2695768656716417,0.4386,4.0076,loam,49.55,23179.0,40.0,40.0,20.0,2001,0.903
1893,Staňkov,BARL,SOH,N,120.0,0.0,grain,4.414891542288557,0.9632000000000001,7.7314,loam,49.55,23179.0,40.0,40.0,20.0,2001,2.3907999999999996
1895,Staňkov,BARL,SOH,FYM. ,0.0,10.0,grain,3.2194456467661694,0.6278,5.5126,loam,49.55,23179.0,40.0,40.0,20.0,2001,1.2298
1897,Staňkov,BARL,SOH,FYM. + N,120.0,10.0,grain,4.277640298507463,0.903,6.9316,loam,49.55,23179.0,40.0,40.0,20.0,2001,2.1242
1911,Uherský Ostroh,BARL,SOH,0,0.0,0.0,grain,3.0071333333333334,2.1156,4.2398,loam,48.99,28781.0,40.0,40.0,20.0,2001,2.666
1912,Uherský Ostroh,BARL,SOH,N,120.0,0.0,grain,4.552266666666667,4.3688,4.7128000000000005,loam,48.99,28781.0,40.0,40.0,20.0,2001,4.3688
1913,Uherský Ostroh,BARL,SOH,FYM. ,0.0,10.0,grain,3.7152000000000007,2.7176,5.2116,loam,48.99,28781.0,40.0,40.0,20.0,2001,3.2164
1914,Uherský Ostroh,BARL,SOH,FYM. + N,120.0,10.0,grain,4.492066666666666,4.3172,4.8418,loam,48.99,28781.0,40.0,40.0,20.0,2001,4.3172
1923,Vysoká,BARL,SOH,0,0.0,0.0,grain,2.371896990740741,1.5996000000000001,4.1108,loam,49.64,21991.0,40.0,40.0,20.0,2001,2.3907999999999996
1925,Vysoká,BARL,SOH,N,120.0,0.0,grain,4.615608333333333,3.2851999999999997,6.4586,loam,49.64,21991.0,40.0,40.0,20.0,2001,4.343
1927,Vysoká,BARL,SOH,FYM. ,0.0,10.0,grain,3.224123148148148,2.4768,5.5556,loam,49.64,21991.0,40.0,40.0,20.0,2001,3.1046
1929,Vysoká,BARL,SOH,FYM. + N,120.0,10.0,grain,4.3145391203703705,3.0014000000000003,6.467199999999999,loam,49.64,21991.0,40.0,40.0,20.0,2001,3.5862
1935,Horažďovice,BARL,SOH,0,0.0,0.0,straw ,2.600701893939394,1.6894113636363635,3.7582,loamy sand,49.34,23089.0,82.0,13.0,5.0,2001,2.2962
1937,Horažďovice,BARL,SOH,N,120.0,0.0,straw ,4.292637878787879,2.7434,7.542199999999999,loamy sand,49.34,23089.0,82.0,13.0,5.0,2001,3.913
1939,Horažďovice,BARL,SOH,FYM. ,0.0,10.0,straw ,2.6090575757575762,2.0405454545454544,3.6894,loamy sand,49.34,23089.0,82.0,13.0,5.0,2001,2.236
1941,Horažďovice,BARL,SOH,FYM. + N,120.0,10.0,straw ,4.039855429292929,3.139,6.321,loamy sand,49.34,23089.0,82.0,13.0,5.0,2001,3.5174
1943,Chrastava,BARL,SOH,0,0.0,0.0,straw ,1.954314734500973,1.075,3.2594,loamy sand,50.82,26459.0,82.0,13.0,5.0,2001,1.075
1945,Chrastava,BARL,SOH,N,120.0,0.0,straw ,3.320000472616069,1.7716,4.9966,loamy sand,50.82,26459.0,82.0,13.0,5.0,2001,2.7520000000000002
1947,Chrastava,BARL,SOH,FYM. ,0.0,10.0,straw ,2.2492606815203144,1.333,4.0935999999999995,loamy sand,50.82,26459.0,82.0,13.0,5.0,2001,1.333
1949,Chrastava,BARL,SOH,FYM. + N,120.0,10.0,straw ,3.274194773422296,2.1672,4.3946000000000005,loamy sand,50.82,26459.0,82.0,13.0,5.0,2001,2.3134
1951,Jaroměřice,BARL,SOH,0,0.0,0.0,straw ,2.337268909090909,2.0457445454545455,2.6229999999999998,clay loam,49.1,27966.0,35.0,30.0,35.0,2001,2.3907999999999996
1954,Jaroměřice,BARL,SOH,N,120.0,0.0,straw ,4.431994363636364,3.1734,5.166371818181819,clay loam,49.1,27966.0,35.0,30.0,35.0,2001,3.1734
1957,Jaroměřice,BARL,SOH,FYM. ,0.0,10.0,straw ,2.940183636363636,2.6488,3.2938,clay loam,49.1,27966.0,35.0,30.0,35.0,2001,2.666
1960,Jaroměřice,BARL,SOH,FYM. + N,120.0,10.0,straw ,4.3532340000000005,3.3282,5.0912,clay loam,49.1,27966.0,35.0,30.0,35.0,2001,3.3282
1967,Lednice,BARL,SOH,0,0.0,0.0,straw ,2.5520100404040402,1.1352,4.6268,loam,48.8,28153.0,40.0,40.0,20.0,2001,1.5136
1968,Lednice,BARL,SOH,N,120.0,0.0,straw ,3.9708235622895622,1.8404,5.8652,loam,48.8,28153.0,40.0,40.0,20.0,2001,2.3306
1969,Lednice,BARL,SOH,FYM. ,0.0,10.0,straw ,3.0110590740740744,1.4362,5.1084000000000005,loam,48.8,28153.0,40.0,40.0,20.0,2001,1.4362
1970,Lednice,BARL,SOH,FYM. + N,120.0,10.0,straw ,3.7741964343434344,1.6512,6.708,loam,48.8,28153.0,40.0,40.0,20.0,2001,2.107
1971,Libějovice,BARL,SOH,0,0.0,0.0,straw ,1.2573200000000002,0.9460000000000001,1.8111600000000003,,,,,,,2001,1.8111600000000003
1972,Libějovice,BARL,SOH,N,120.0,0.0,straw ,2.929733333333333,1.5308,4.472,,,,,,,2001,2.7864
1973,Libějovice,BARL,SOH,FYM. ,0.0,10.0,straw ,2.3088133333333336,1.7544,3.2766,,,,,,,2001,1.8954400000000002
1974,Libějovice,BARL,SOH,FYM. + N,120.0,10.0,straw ,2.812773333333333,1.9522,3.7926,,,,,,,2001,2.6935199999999995
1987,Pusté Jakartice,BARL,SOH,0,0.0,0.0,straw ,2.107,1.505,2.666,loam,49.98,29745.0,40.0,40.0,20.0,2001,2.666
1989,Pusté Jakartice,BARL,SOH,N,120.0,0.0,straw ,2.8958545454545455,2.15,3.999,loam,49.98,29745.0,40.0,40.0,20.0,2001,2.8379999999999996
1991,Pusté Jakartice,BARL,SOH,FYM. ,0.0,10.0,straw ,2.7176,1.806,3.268,loam,49.98,29745.0,40.0,40.0,20.0,2001,3.268
1993,Pusté Jakartice,BARL,SOH,FYM. + N,120.0,10.0,straw ,2.7676363636363637,2.15,3.354,loam,49.98,29745.0,40.0,40.0,20.0,2001,3.268
1995,Staňkov,BARL,SOH,0,0.0,0.0,straw ,2.365192537313433,1.0922,4.308599999999999,loam,49.55,23179.0,40.0,40.0,20.0,2001,1.462
1997,Staňkov,BARL,SOH,N,120.0,0.0,straw ,4.364007960199005,1.2556,6.983199999999999,loam,49.55,23179.0,40.0,40.0,20.0,2001,1.634
