,Site,Crop,Experiment,Treatment ,Mineral N kg/ha/y,farmyard manure t/ha/year,Reported yield data (t DM/ha),Mean,min_yield,max_yield,Soil texture,LAT,SIMUID_1,Sand,Silt,Clay,variable,Yield
4446,Žatec,WWHT,SOH,N,135.0,0.0,grain,8.0152,6.5876,9.4428,clay loam,50.3,24818.0,35.0,30.0,35.0,2003,6.5876
4447,Žatec,WWHT,SOH,FYM. ,0.0,10.0,grain,6.9918,5.9597999999999995,8.0238,clay loam,50.3,24818.0,35.0,30.0,35.0,2003,5.9597999999999995
4448,Žatec,WWHT,SOH,FYM. + N,135.0,10.0,grain,7.7959,6.071599999999999,9.5202,clay loam,50.3,24818.0,35.0,30.0,35.0,2003,6.071599999999999
4449,Horažďovice,WWHT,SOH,0,0.0,0.0,straw ,4.868381818181818,3.9474,5.9856,loamy sand,49.34,23089.0,82.0,13.0,5.0,2003,3.9474
4451,Horažďovice,WWHT,SOH,N,135.0,0.0,straw ,6.686109090909091,4.4806,9.1418,loamy sand,49.34,23089.0,82.0,13.0,5.0,2003,4.4806
4453,Horažďovice,WWHT,SOH,FYM. ,0.0,10.0,straw ,5.193010101010101,4.1452,6.321,loamy sand,49.34,23089.0,82.0,13.0,5.0,2003,4.1452
4455,Horažďovice,WWHT,SOH,FYM. + N,135.0,10.0,straw ,7.600575757575758,4.8332,9.2364,loamy sand,49.34,23089.0,82.0,13.0,5.0,2003,4.8332
4457,Chrastava,WWHT,SOH,0,0.0,0.0,straw ,2.991289304579213,2.5542000000000002,3.5346,loamy sand,50.82,26459.0,82.0,13.0,5.0,2003,3.5346
4459,Chrastava,WWHT,SOH,N,135.0,0.0,straw ,4.8193861710155295,4.5064,5.187358513046587,loamy sand,50.82,26459.0,82.0,13.0,5.0,2003,4.5064
4461,Chrastava,WWHT,SOH,FYM. ,0.0,10.0,straw ,3.596698359744231,3.1561999999999997,4.039095079232694,loamy sand,50.82,26459.0,82.0,13.0,5.0,2003,3.5947999999999998
4463,Chrastava,WWHT,SOH,FYM. + N,135.0,10.0,straw ,5.018160284363955,4.7299999999999995,5.499880853091862,loamy sand,50.82,26459.0,82.0,13.0,5.0,2003,4.8246
4465,Jaroměřice,WWHT,SOH,0,0.0,0.0,straw ,3.360861757575757,3.0272,3.942185272727273,clay loam,49.1,27966.0,35.0,30.0,35.0,2003,3.1132
4468,Jaroměřice,WWHT,SOH,N,135.0,0.0,straw ,5.779567454545455,3.8356,8.024902363636365,clay loam,49.1,27966.0,35.0,30.0,35.0,2003,3.8356
4471,Jaroměřice,WWHT,SOH,FYM. ,0.0,10.0,straw ,4.795331333333333,3.6808,6.138594,clay loam,49.1,27966.0,35.0,30.0,35.0,2003,3.6808
4474,Jaroměřice,WWHT,SOH,FYM. + N,135.0,10.0,straw ,5.501223242424243,3.6808,7.714469727272728,clay loam,49.1,27966.0,35.0,30.0,35.0,2003,3.6808
4477,Krásné Údolí,WWHT,SOH,0,0.0,0.0,straw ,2.9283,2.4768,3.3798,,,,,,,2003,2.4768
4478,Krásné Údolí,WWHT,SOH,N,135.0,0.0,straw ,4.8762,3.9302,5.8222,,,,,,,2003,3.9302
4479,Krásné Údolí,WWHT,SOH,FYM. ,0.0,10.0,straw ,3.2895000000000003,2.4682,4.1108,,,,,,,2003,2.4682
4480,Krásné Údolí,WWHT,SOH,FYM. + N,135.0,10.0,straw ,4.1022,3.5776,4.6268,,,,,,,2003,3.5776
4481,Lednice,WWHT,SOH,0,0.0,0.0,straw ,4.113666666666666,3.2335999999999996,5.280399999999999,loam,48.8,28153.0,40.0,40.0,20.0,2003,3.2335999999999996
4482,Lednice,WWHT,SOH,N,135.0,0.0,straw ,6.6420666666666675,4.0592,10.2942,loam,48.8,28153.0,40.0,40.0,20.0,2003,4.0592
4483,Lednice,WWHT,SOH,FYM. ,0.0,10.0,straw ,4.698466666666667,3.4829999999999997,6.6134,loam,48.8,28153.0,40.0,40.0,20.0,2003,3.4829999999999997
4484,Lednice,WWHT,SOH,FYM. + N,135.0,10.0,straw ,5.025266666666666,3.8184000000000005,5.848,loam,48.8,28153.0,40.0,40.0,20.0,2003,3.8184000000000005
4485,Libějovice,WWHT,SOH,0,0.0,0.0,straw ,2.03476,1.6082,2.4613199999999997,,,,,,,2003,1.6082
4486,Libějovice,WWHT,SOH,N,135.0,0.0,straw ,2.7382400000000002,2.0554,3.42108,,,,,,,2003,2.0554
4487,Libějovice,WWHT,SOH,FYM. ,0.0,10.0,straw ,2.20246,1.6598,2.74512,,,,,,,2003,1.6598
4488,Libějovice,WWHT,SOH,FYM. + N,135.0,10.0,straw ,3.08138,2.2618,3.9009599999999995,,,,,,,2003,2.2618
4489,Lípa,WWHT,SOH,0,0.0,0.0,straw ,3.928910151036178,3.6206,4.5322,sandy loam,49.56,27951.0,65.0,25.0,10.0,2003,4.5322
4492,Lípa,WWHT,SOH,N,135.0,0.0,straw ,6.2080581664910435,4.48577449947313,7.344399999999999,sandy loam,49.56,27951.0,65.0,25.0,10.0,2003,6.7940000000000005
4495,Lípa,WWHT,SOH,FYM. ,0.0,10.0,straw ,5.394293361433088,4.6760800842992625,5.891,sandy loam,49.56,27951.0,65.0,25.0,10.0,2003,5.891
4498,Lípa,WWHT,SOH,FYM. + N,135.0,10.0,straw ,5.902243133122584,5.074,7.2498,sandy loam,49.56,27951.0,65.0,25.0,10.0,2003,7.2498
4509,Staňkov,WWHT,SOH,0,0.0,0.0,straw ,3.6366666666666667,1.44,6.42,loam,49.55,23179.0,40.0,40.0,20.0,2003,1.44
4511,Staňkov,WWHT,SOH,N,135.0,0.0,straw ,7.503333333333334,3.12,11.45,loam,49.55,23179.0,40.0,40.0,20.0,2003,3.12
4513,Staňkov,WWHT,SOH,FYM. ,0.0,10.0,straw ,5.146666666666667,2.19,8.47,loam,49.55,23179.0,40.0,40.0,20.0,2003,2.19
4515,Staňkov,WWHT,SOH,FYM. + N,135.0,10.0,straw ,7.463333333333334,2.51,12.12,loam,49.55,23179.0,40.0,40.0,20.0,2003,2.51
4529,Uherský Ostroh,WWHT,SOH,0,0.0,0.0,straw ,4.92,4.92,4.92,loam,48.99,28781.0,40.0,40.0,20.0,2003,4.92
4530,Uherský Ostroh,WWHT,SOH,N,135.0,0.0,straw ,4.04,4.04,4.04,loam,48.99,28781.0,40.0,40.0,20.0,2003,4.04
4531,Uherský Ostroh,WWHT,SOH,FYM. ,0.0,10.0,straw ,5.42,5.42,5.42,loam,48.99,28781.0,40.0,40.0,20.0,2003,5.42
4532,Uherský Ostroh,WWHT,SOH,FYM. + N,135.0,10.0,straw ,5.45,5.45,5.45,loam,48.99,28781.0,40.0,40.0,20.0,2003,5.45
4541,Vysoká,WWHT,SOH,0,0.0,0.0,straw ,3.6300000000000003,1.94,4.94,loam,49.64,21991.0,40.0,40.0,20.0,2003,1.94
4543,Vysoká,WWHT,SOH,N,135.0,0.0,straw ,4.53,2.19,5.82,loam,49.64,21991.0,40.0,40.0,20.0,2003,2.19
4545,Vysoká,WWHT,SOH,FYM. ,0.0,10.0,straw ,4.21,2.32,5.66,loam,49.64,21991.0,40.0,40.0,20.0,2003,2.32
4547,Vysoká,WWHT,SOH,FYM. + N,135.0,10.0,straw ,5.093333333333333,2.05,6.83,loam,49.64,21991.0,40.0,40.0,20.0,2003,2.05
4549,Žatec,WWHT,SOH,0,0.0,0.0,straw ,2.505,1.57,3.44,clay loam,50.3,24818.0,35.0,30.0,35.0,2003,3.44
4550,Žatec,WWHT,SOH,N,135.0,0.0,straw ,3.66,2.14,5.18,clay loam,50.3,24818.0,35.0,30.0,35.0,2003,5.18
4551,Žatec,WWHT,SOH,FYM. ,0.0,10.0,straw ,3.645,2.16,5.13,clay loam,50.3,24818.0,35.0,30.0,35.0,2003,5.13
4552,Žatec,WWHT,SOH,FYM. + N,135.0,10.0,straw ,3.7249999999999996,2.82,4.63,clay loam,50.3,24818.0,35.0,30.0,35.0,2003,4.63
4561,Lednice,WWHT,AZP irrigated,FYM.,0.0,10.0,grain,7.348000000000001,5.25,9.71,loam,48.8,28153.0,40.0,40.0,20.0,2003,5.25
4562,Lednice,WWHT,AZP irrigated,FYM. + N,30.0,10.0,grain,7.554,3.95,11.08,loam,48.8,28153.0,40.0,40.0,20.0,2003,6.92
4563,Lednice,WWHT,AZP non-irrigated,FYM.,0.0,10.0,grain,7.308,5.15,9.57,loam,48.8,28153.0,40.0,40.0,20.0,2003,5.15
4564,Lednice,WWHT,AZP non-irrigated,FYM. + N,30.0,10.0,grain,6.984,4.92,10.65,loam,48.8,28153.0,40.0,40.0,20.0,2003,4.92
4565,Lednice,WWHT,AZP irrigated,FYM.,0.0,10.0,straw ,7.202,4.5,10.59,loam,48.8,28153.0,40.0,40.0,20.0,2003,4.5
4566,Lednice,WWHT,AZP irrigated,FYM. + N,30.0,10.0,straw ,8.436000000000002,6.77,10.46,loam,48.8,28153.0,40.0,40.0,20.0,2003,6.77
4567,Lednice,WWHT,AZP non-irrigated,FYM.,0.0,10.0,straw ,7.7700000000000005,6.94,9.06,loam,48.8,28153.0,40.0,40.0,20.0,2003,8.62
4568,Lednice,WWHT,AZP non-irrigated,FYM. + N,30.0,10.0,straw ,8.682,6.46,9.65,loam,48.8,28153.0,40.0,40.0,20.0,2003,8.75
4569,Čáslav,WWHT,VOP,15,120.0,10.0,grain,6.523714285714286,4.9106,9.2622,loam,49.89,21891.0,40.0,40.0,20.0,2003,4.9106
4570,Čáslav,WWHT,VOP,15,120.0,10.0,straw,6.631538461538461,4.11,11.61,loam,49.89,21891.0,40.0,40.0,20.0,2003,4.42
4571,Čáslav,WWHT,VOP,21,0.0,0.0,grain,4.639085714285714,2.0554,6.9574,loam,49.89,21891.0,40.0,40.0,20.0,2003,3.6378000000000004
4572,Čáslav,WWHT,VOP,21,0.0,0.0,straw,3.7192307692307693,1.34,6.36,loam,49.89,21891.0,40.0,40.0,20.0,2003,2.2
4577,Lukavec,WWHT,VOP,15,120.0,10.0,grain,6.258342857142856,4.6182,8.0668,sandy loam,49.56,28035.0,65.0,25.0,10.0,2003,6.9316
4579,Lukavec,WWHT,VOP,15,120.0,10.0,straw,7.342307692307694,2.58,12.13,sandy loam,49.56,28035.0,65.0,25.0,10.0,2003,9.03
4581,Lukavec,WWHT,VOP,21,0.0,0.0,grain,2.8994285714285715,1.6425999999999998,6.002800000000001,sandy loam,49.56,28035.0,65.0,25.0,10.0,2003,4.257
4583,Lukavec,WWHT,VOP,21,0.0,0.0,straw,3.62923076923077,1.2,6.69,sandy loam,49.56,28035.0,65.0,25.0,10.0,2003,5.36
4609,Uherský Ostroh,C100,variety testing,NPK,105.0,0.0,grain,8.846533333333333,4.3602,13.631,loam,48.99,28781.0,40.0,40.0,20.0,2003,7.2412
4611,,,,,,,,,3.7599173306797438,7.078291772766229,,,,,,,2003,3.846726973262032
4612,Kroměříž,WWHT,norf,,100.0,12.5,grain,7.0964375,3.9099999999999997,9.477500000000001,loam,49.28,28776.0,40.0,40.0,20.0,2004,6.272999999999999
4614,Kroměříž,WWHT,mono,all,150.0,0.0,grain,5.7173125,2.9325000000000006,7.48,loam,49.28,28776.0,40.0,40.0,20.0,2004,6.256000000000001
4616,Kroměříž,BARL,norf,0,0.0,12.5,grain,5.8596875,3.8080000000000003,7.964499999999999,loam,49.28,28776.0,40.0,40.0,20.0,2004,6.205
4618,Kroměříž,BARL,norf,30,30.0,12.5,grain,6.143906250000001,4.318,7.819999999999999,loam,49.28,28776.0,40.0,40.0,20.0,2004,6.4685
4620,Kroměříž,BARL,norf,60,60.0,12.5,grain,6.04775,4.2924999999999995,7.6160000000000005,loam,49.28,28776.0,40.0,40.0,20.0,2004,6.137
4622,Kroměříž,BARL,mono,0,0.0,0.0,grain,3.9865,1.8444999999999998,5.7205,loam,49.28,28776.0,40.0,40.0,20.0,2004,5.406
4624,Kroměříž,BARL,mono,60,60.0,0.0,grain,4.94965625,3.145,6.885,loam,49.28,28776.0,40.0,40.0,20.0,2004,6.349500000000001
4626,Kroměříž,BARL,mono,90,90.0,0.0,grain,5.069187499999999,3.3405,7.0889999999999995,loam,49.28,28776.0,40.0,40.0,20.0,2004,5.984
4628,Hněvčeves,BARL,106,OS1,60.0,0.0,grain,6.130522647058823,3.4978729411764697,8.831694117647059,clay loam,50.31,26449.0,35.0,30.0,35.0,2004,8.831694117647059
4630,Hněvčeves,WWHT,140,71,0.0,0.0,grain,5.46573,4.1839,7.120799999999999,clay loam,50.31,26449.0,35.0,30.0,35.0,2004,7.120799999999999
4632,Hněvčeves,WWHT,140,opt,100.0,10.0,grain,8.043293333333333,6.9316,10.530700000000001,clay loam,50.31,26449.0,35.0,30.0,35.0,2004,10.530700000000001
4634,Kostelec,WWHT,140,71,0.0,0.0,grain,4.670755555555555,3.7840000000000003,5.805,sandy loam,50.13,26787.0,65.0,25.0,10.0,2004,5.4868
4636,Kostelec,WWHT,140,opt,100.0,10.0,grain,7.83268888888889,6.8198,9.3224,sandy loam,50.13,26787.0,65.0,25.0,10.0,2004,9.3224
4666,Pernolec,BARL,140,71,0.0,0.0,grain,2.542733333333333,1.333,3.3626,sandy loam,49.77,23110.0,65.0,25.0,10.0,2004,2.6058
4668,Pernolec,BARL,140,opt,60.0,10.0,grain,4.281844444444445,2.0382000000000002,5.6502,sandy loam,49.77,23110.0,65.0,25.0,10.0,2004,5.6502
4672,Žabčice,BARL,DP23-mono,0,0.0,0.0,grain,3.9454999999999996,1.7594999999999998,6.341,clay loam,49.02,27913.0,35.0,30.0,35.0,2004,5.168
4674,Žabčice,BARL,DP23-mono,30,30.0,0.0,grain,4.923,2.533,7.344,clay loam,49.02,27913.0,35.0,30.0,35.0,2004,6.272999999999999
4676,Žabčice,BARL,DP23-mono,60,60.0,0.0,grain,5.4655,2.771,7.5735,clay loam,49.02,27913.0,35.0,30.0,35.0,2004,6.511
4678,Žabčice,BARL,DP23-mono,90,90.0,0.0,grain,5.512999999999999,2.8899999999999997,7.497,clay loam,49.02,27913.0,35.0,30.0,35.0,2004,5.899
4680,Žabčice,WWHT,DP23-mono,0,0.0,0.0,grain,5.654766666666668,1.2665,9.061,clay loam,49.02,27913.0,35.0,30.0,35.0,2004,7.3525
4682,Žabčice,WWHT,DP23-mono,100,100.0,0.0,grain,6.014600000000001,0.935,9.01,clay loam,49.02,27913.0,35.0,30.0,35.0,2004,9.01
4684,Žabčice,C100,DP23-mono,0,0.0,25.0,grain,6.76304,2.8895999999999997,12.2292,clay loam,49.02,27913.0,35.0,30.0,35.0,2004,7.060600000000001
4686,Žabčice,C100,DP23-mono,120,120.0,25.0,grain,7.377653333333333,2.6144,12.556,clay loam,49.02,27913.0,35.0,30.0,35.0,2004,6.7166
4688,Ivanovice,WWHT,DP04-mono,111+112,120.0,0.0,grain,5.610066666666666,2.2704,8.2302,,,,,,,2004,8.2302
4689,Ivanovice,BARL,DP04-mono,211+212,50.0,0.0,grain,5.54542111111111,2.1672,8.0668,,,,,,,2004,6.0973999999999995
5002,Horažďovice,BARL,Nstac,0,0.0,0.0,grain,2.02788,1.0836,4.2656,loamy sand,49.34,23089.0,82.0,13.0,5.0,2004,4.2656
5004,Horažďovice,BARL,Nstac,N,90.0,0.0,grain,3.4761200000000003,1.9264000000000001,6.9918000000000005,loamy sand,49.34,23089.0,82.0,13.0,5.0,2004,6.9918000000000005
5006,Horažďovice,BARL,Nstac,FYM. + N,90.0,10.0,grain,3.61888,2.021,7.1293999999999995,loamy sand,49.34,23089.0,82.0,13.0,5.0,2004,7.1293999999999995
5008,Chrastava,BARL,Nstac,0,0.0,0.0,grain,2.2256799999999997,1.2126,3.698,loamy sand,50.82,26459.0,82.0,13.0,5.0,2004,3.698
5010,Chrastava,BARL,Nstac,N,90.0,0.0,grain,4.231199999999999,2.1757999999999997,6.7596,loamy sand,50.82,26459.0,82.0,13.0,5.0,2004,6.7596
5012,Chrastava,BARL,Nstac,FYM. + N,90.0,10.0,grain,4.83664,2.5714,6.5532,loamy sand,50.82,26459.0,82.0,13.0,5.0,2004,6.5532
5014,Jaroměřice,BARL,Nstac,0,0.0,0.0,grain,4.87405,3.7840000000000003,6.364,clay loam,49.1,27966.0,35.0,30.0,35.0,2004,6.364
5017,Jaroměřice,BARL,Nstac,N,90.0,0.0,grain,6.2479,5.0138,7.559399999999999,clay loam,49.1,27966.0,35.0,30.0,35.0,2004,7.559399999999999
5020,Jaroměřice,BARL,Nstac,FYM. + N,90.0,10.0,grain,6.21565,5.1514,7.3271999999999995,clay loam,49.1,27966.0,35.0,30.0,35.0,2004,7.3271999999999995
5023,Libějovice,BARL,Nstac,0,0.0,0.0,grain,2.6316,2.3478,2.9842,,,,,,,2004,2.9842
5024,Libějovice,BARL,Nstac,N,90.0,0.0,grain,5.2116,3.7668,7.5249999999999995,,,,,,,2004,7.5249999999999995
5025,Libějovice,BARL,Nstac,FYM. + N,90.0,10.0,grain,5.627266666666667,3.9646000000000003,8.3678,,,,,,,2004,8.3678
5026,Lípa,BARL,Nstac,0,0.0,0.0,grain,2.4553000000000003,1.2728,3.01,sandy loam,49.56,27951.0,65.0,25.0,10.0,2004,3.01
5029,Lípa,BARL,Nstac,N,90.0,0.0,grain,5.2395499999999995,4.1366,6.5102,sandy loam,49.56,27951.0,65.0,25.0,10.0,2004,6.5102
5032,Lípa,BARL,Nstac,FYM. + N,90.0,10.0,grain,5.592149999999999,4.9106,6.622,sandy loam,49.56,27951.0,65.0,25.0,10.0,2004,6.622
5041,Staňkov,BARL,Nstac,0,0.0,0.0,grain,2.9618399999999996,1.6512,3.8011999999999997,loam,49.55,23179.0,40.0,40.0,20.0,2004,3.2508
5043,Staňkov,BARL,Nstac,N,90.0,0.0,grain,4.3068800000000005,2.4166,6.2092,loam,49.55,23179.0,40.0,40.0,20.0,2004,6.2092
5045,Staňkov,BARL,Nstac,FYM. + N,90.0,10.0,grain,4.53048,2.6058,5.9597999999999995,loam,49.55,23179.0,40.0,40.0,20.0,2004,5.9597999999999995
5047,Hradec n. Svit.,BARL,Nstac,0,0.0,0.0,grain,2.3219999999999996,1.1352,3.5432,loam,49.73,26472.0,40.0,40.0,20.0,2004,3.5432
5050,Hradec n. Svit.,BARL,Nstac,N,90.0,0.0,grain,4.5064,3.4658,6.0973999999999995,loam,49.73,26472.0,40.0,40.0,20.0,2004,6.0973999999999995
5053,Hradec n. Svit.,BARL,Nstac,FYM. + N,90.0,10.0,grain,5.196119999999999,4.308599999999999,6.5532,loam,49.73,26472.0,40.0,40.0,20.0,2004,6.5532
5056,Uherský Ostroh,BARL,Nstac,0,0.0,0.0,grain,3.5216999999999996,2.5885999999999996,4.4548,loam,48.99,28781.0,40.0,40.0,20.0,2004,4.4548
5057,Uherský Ostroh,BARL,Nstac,N,90.0,0.0,grain,4.644,3.5002,5.7878,loam,48.99,28781.0,40.0,40.0,20.0,2004,5.7878
5058,Uherský Ostroh,BARL,Nstac,FYM. + N,90.0,10.0,grain,4.4719999999999995,3.5346,5.4094,loam,48.99,28781.0,40.0,40.0,20.0,2004,5.4094
5059,Věrovany,BARL,Nstac,0,0.0,0.0,grain,5.074,2.8466,7.198199999999999,loam,49.47,28776.0,40.0,40.0,20.0,2004,6.1662
5061,Věrovany,BARL,Nstac,N,90.0,0.0,grain,5.951199999999999,3.8097999999999996,8.5312,loam,49.47,28776.0,40.0,40.0,20.0,2004,7.1122
5063,Věrovany,BARL,Nstac,FYM. + N,90.0,10.0,grain,5.9512,4.3688,7.6884,loam,49.47,28776.0,40.0,40.0,20.0,2004,7.1895999999999995
5065,Vysoká,BARL,Nstac,0,0.0,0.0,grain,2.02788,1.0836,4.2656,loam,49.64,21991.0,40.0,40.0,20.0,2004,4.2656
5067,Vysoká,BARL,Nstac,N,90.0,0.0,grain,3.4761200000000003,1.9264000000000001,6.9918000000000005,loam,49.64,21991.0,40.0,40.0,20.0,2004,6.9918000000000005
5069,Vysoká,BARL,Nstac,FYM. + N,90.0,10.0,grain,3.61888,2.021,7.1293999999999995,loam,49.64,21991.0,40.0,40.0,20.0,2004,7.1293999999999995
5071,Žatec,BARL,Nstac,0,0.0,0.0,grain,4.13445,2.4423999999999997,5.0998,clay loam,50.3,24818.0,35.0,30.0,35.0,2004,5.0998
5072,Žatec,BARL,Nstac,N,90.0,0.0,grain,5.2288,2.8982,7.696999999999999,clay loam,50.3,24818.0,35.0,30.0,35.0,2004,7.696999999999999
5073,Žatec,BARL,Nstac,FYM. + N,90.0,10.0,grain,5.35995,3.1734,7.5680000000000005,clay loam,50.3,24818.0,35.0,30.0,35.0,2004,7.5680000000000005
5074,Horažďovice,BARL,Nstac,0,0.0,0.0,straw ,2.2703999999999995,1.333,3.7323999999999997,loamy sand,49.34,23089.0,82.0,13.0,5.0,2004,3.7323999999999997
5076,Horažďovice,BARL,Nstac,N,90.0,0.0,straw ,4.43545,2.709,7.8002,loamy sand,49.34,23089.0,82.0,13.0,5.0,2004,7.8002
5078,Horažďovice,BARL,Nstac,FYM. + N,90.0,10.0,straw ,5.5126,2.7864,10.32,loamy sand,49.34,23089.0,82.0,13.0,5.0,2004,10.32
5080,Chrastava,BARL,Nstac,0,0.0,0.0,straw ,1.71484,0.8858,2.6574,loamy sand,50.82,26459.0,82.0,13.0,5.0,2004,2.5885999999999996
5082,Chrastava,BARL,Nstac,N,90.0,0.0,straw ,3.22156,1.5824,4.7299999999999995,loamy sand,50.82,26459.0,82.0,13.0,5.0,2004,4.7299999999999995
5084,Chrastava,BARL,Nstac,FYM. + N,90.0,10.0,straw ,3.66016,1.9005999999999998,4.5838,loamy sand,50.82,26459.0,82.0,13.0,5.0,2004,4.5838
5086,Jaroměřice,BARL,Nstac,0,0.0,0.0,straw ,4.2054,2.6488,6.312399999999999,clay loam,49.1,27966.0,35.0,30.0,35.0,2004,4.4548
5089,Jaroměřice,BARL,Nstac,N,90.0,0.0,straw ,5.59215,4.0334,7.757199999999999,clay loam,49.1,27966.0,35.0,30.0,35.0,2004,5.289000000000001
5092,Jaroměřice,BARL,Nstac,FYM. + N,90.0,10.0,straw ,5.652349999999999,4.2398,7.8431999999999995,clay loam,49.1,27966.0,35.0,30.0,35.0,2004,5.1255999999999995
5095,Libějovice,BARL,Nstac,0,0.0,0.0,straw ,1.591,1.3760000000000001,1.7544,,,,,,,2004,1.7544
5096,Libějovice,BARL,Nstac,N,90.0,0.0,straw ,3.2106666666666666,2.6401999999999997,4.343,,,,,,,2004,4.343
5097,Libějovice,BARL,Nstac,FYM. + N,90.0,10.0,straw ,4.285666666666667,2.7778,5.6932,,,,,,,2004,5.6932
5098,Lípa,BARL,Nstac,0,0.0,0.0,straw ,1.6125,0.7568,2.1242,sandy loam,49.56,27951.0,65.0,25.0,10.0,2004,2.1242
5101,Lípa,BARL,Nstac,N,90.0,0.0,straw ,4.087149999999999,2.1757999999999997,5.2976,sandy loam,49.56,27951.0,65.0,25.0,10.0,2004,5.1686
5104,Lípa,BARL,Nstac,FYM. + N,90.0,10.0,straw ,3.98395,2.2704,5.031,sandy loam,49.56,27951.0,65.0,25.0,10.0,2004,5.031
5113,Staňkov,BARL,Nstac,0,0.0,0.0,straw ,3.2181200000000003,1.72,4.7902000000000005,loam,49.55,23179.0,40.0,40.0,20.0,2004,2.5885999999999996
5115,Staňkov,BARL,Nstac,N,90.0,0.0,straw ,4.435879999999999,1.6942,7.0004,loam,49.55,23179.0,40.0,40.0,20.0,2004,4.704199999999999
5117,Staňkov,BARL,Nstac,FYM. + N,90.0,10.0,straw ,5.27868,1.8232000000000002,9.2966,loam,49.55,23179.0,40.0,40.0,20.0,2004,4.566599999999999
5119,Hradec n. Svit.,BARL,Nstac,0,0.0,0.0,straw ,2.09152,1.4447999999999999,3.0357999999999996,loam,49.73,26472.0,40.0,40.0,20.0,2004,2.1586
5122,Hradec n. Svit.,BARL,Nstac,N,90.0,0.0,straw ,4.1090800000000005,2.58,6.4155999999999995,loam,49.73,26472.0,40.0,40.0,20.0,2004,3.5690000000000004
5125,Hradec n. Svit.,BARL,Nstac,FYM. + N,90.0,10.0,straw ,6.0423599999999995,3.053,11.5756,loam,49.73,26472.0,40.0,40.0,20.0,2004,4.4634
5128,Uherský Ostroh,BARL,Nstac,0,0.0,0.0,straw ,2.8337,1.9951999999999999,3.6721999999999997,loam,48.99,28781.0,40.0,40.0,20.0,2004,3.6721999999999997
5129,Uherský Ostroh,BARL,Nstac,N,90.0,0.0,straw ,3.4916,2.4768,4.5064,loam,48.99,28781.0,40.0,40.0,20.0,2004,4.5064
5130,Uherský Ostroh,BARL,Nstac,FYM. + N,90.0,10.0,straw ,3.2249999999999996,2.7176,3.7323999999999997,loam,48.99,28781.0,40.0,40.0,20.0,2004,3.7323999999999997
5131,Věrovany,BARL,Nstac,0,0.0,0.0,straw ,3.5947999999999998,2.1757999999999997,4.575200000000001,loam,49.47,28776.0,40.0,40.0,20.0,2004,4.575200000000001
5133,Věrovany,BARL,Nstac,N,90.0,0.0,straw ,3.97105,2.236,5.8824,loam,49.47,28776.0,40.0,40.0,20.0,2004,5.8824
5135,Věrovany,BARL,Nstac,FYM. + N,90.0,10.0,straw ,4.224749999999999,2.3649999999999998,6.2092,loam,49.47,28776.0,40.0,40.0,20.0,2004,6.2092
5137,Vysoká,BARL,Nstac,0,0.0,0.0,straw ,1.34848,0.8083999999999999,1.8834,loam,49.64,21991.0,40.0,40.0,20.0,2004,1.8834
5139,Vysoká,BARL,Nstac,N,90.0,0.0,straw ,2.7089999999999996,1.7372,5.6158,loam,49.64,21991.0,40.0,40.0,20.0,2004,5.6158
5141,Vysoká,BARL,Nstac,FYM. + N,90.0,10.0,straw ,2.6144,1.7372,4.9106,loam,49.64,21991.0,40.0,40.0,20.0,2004,4.9106
5143,Žatec,BARL,Nstac,0,0.0,0.0,straw ,1.4448,0.6880000000000001,1.8145999999999998,clay loam,50.3,24818.0,35.0,30.0,35.0,2004,1.5996000000000001
5144,Žatec,BARL,Nstac,N,90.0,0.0,straw ,2.4294999999999995,1.4791999999999998,2.8379999999999996,clay loam,50.3,24818.0,35.0,30.0,35.0,2004,2.8122
5145,Žatec,BARL,Nstac,FYM. + N,90.0,10.0,straw ,3.0229,1.677,4.042,clay loam,50.3,24818.0,35.0,30.0,35.0,2004,3.4829999999999997
5290,Horažďovice,BARL,SOH,0,0.0,0.0,grain,2.3593466666666667,1.935,2.9068,loamy sand,49.34,23089.0,82.0,13.0,5.0,2004,2.3048
5292,Horažďovice,BARL,SOH,N,120.0,0.0,grain,4.792700555555555,3.9302,6.6134,loamy sand,49.34,23089.0,82.0,13.0,5.0,2004,6.6134
5294,Horažďovice,BARL,SOH,FYM. ,0.0,10.0,grain,2.7725861111111105,2.3478,3.8097999999999996,loamy sand,49.34,23089.0,82.0,13.0,5.0,2004,2.9498
5296,Horažďovice,BARL,SOH,FYM. + N,120.0,10.0,grain,4.5137,3.096,5.436,loamy sand,49.34,23089.0,82.0,13.0,5.0,2004,5.2718
5298,Chrastava,BARL,SOH,0,0.0,0.0,grain,2.646972171253823,1.8834,3.87,loamy sand,50.82,26459.0,82.0,13.0,5.0,2004,3.1304
5300,Chrastava,BARL,SOH,N,120.0,0.0,grain,4.414987898645697,1.8920000000000001,6.106,loamy sand,50.82,26459.0,82.0,13.0,5.0,2004,6.106
5302,Chrastava,BARL,SOH,FYM. ,0.0,10.0,grain,3.0781368719965054,2.3306,4.8246,loamy sand,50.82,26459.0,82.0,13.0,5.0,2004,3.3196
5304,Chrastava,BARL,SOH,FYM. + N,120.0,10.0,grain,4.355150458715596,2.3822,5.3664000000000005,loamy sand,50.82,26459.0,82.0,13.0,5.0,2004,5.3664000000000005
